,date,value
462,2023-04-19 03:51:51.674664,
463,2023-04-19 03:51:52.070413,
464,2023-04-19 03:51:52.427667,
465,2023-04-19 03:51:52.934470,
466,2023-04-19 03:51:53.760335,
467,2023-04-19 03:51:55.249206,
468,2023-04-19 03:51:56.012814,
469,2023-04-19 03:51:56.482843,
470,2023-04-19 03:51:56.962974,
471,2023-04-19 03:51:57.322725,
472,2023-04-19 03:51:58.561861,
473,2023-04-19 03:51:59.149050,
474,2023-04-19 03:51:59.592864,
475,2023-04-19 03:51:59.973272,
476,2023-04-19 03:52:00.392674,
477,2023-04-19 03:52:01.321095,
478,2023-04-19 03:52:01.694589,
479,2023-04-19 03:52:02.070312,
480,2023-04-19 03:52:02.481141,
481,2023-04-19 03:52:02.865642,
482,2023-04-19 03:52:03.237481,
483,2023-04-19 03:52:03.608707,
484,2023-04-19 03:52:04.007505,
485,2023-04-19 03:52:04.406287,
486,2023-04-19 03:52:04.927318,
487,2023-04-19 03:52:05.833137,
488,2023-04-19 03:52:06.222280,
489,2023-04-19 03:52:07.382237,
490,2023-04-19 03:52:07.777754,
491,2023-04-19 03:52:08.171790,
492,2023-04-19 03:52:08.579573,
493,2023-04-19 03:52:09.130460,
494,2023-04-19 03:52:09.584507,
495,2023-04-19 03:52:09.998341,
496,2023-04-19 03:52:10.389727,
497,2023-04-19 03:52:11.306693,
498,2023-04-19 03:52:11.793436,
499,2023-04-19 03:52:12.711343,
500,2023-04-19 03:52:13.167332,
501,2023-04-19 03:52:13.556090,
502,2023-04-19 03:52:13.933242,
503,2023-04-19 03:52:14.372726,
504,2023-04-19 03:52:14.787044,
505,2023-04-19 03:52:15.123034,
506,2023-04-19 03:52:15.594680,
507,2023-04-19 03:52:15.974262,
508,2023-04-19 03:52:16.353938,
509,2023-04-19 03:52:16.718930,
510,2023-04-19 03:52:17.117954,
511,2023-04-19 03:52:17.512031,
512,2023-04-19 03:52:17.898109,
513,2023-04-19 03:52:18.288773,
514,2023-04-19 03:52:18.638008,
515,2023-04-19 03:52:19.082851,
516,2023-04-19 03:52:19.520852,
517,2023-04-19 03:52:19.896357,
518,2023-04-19 03:52:20.279556,
519,2023-04-19 03:52:20.664475,
520,2023-04-19 03:52:21.095218,
521,2023-04-19 03:52:21.456884,
522,2023-04-19 03:52:21.919335,
523,2023-04-19 03:52:22.299431,
524,2023-04-19 03:52:22.675699,
525,2023-04-19 03:52:23.077753,
526,2023-04-19 03:52:23.500712,
527,2023-04-19 03:52:23.910280,
528,2023-04-19 03:52:24.315801,
529,2023-04-19 03:52:24.833413,
530,2023-04-19 03:52:25.227045,
531,2023-04-19 03:52:25.615024,
532,2023-04-19 03:52:26.000747,
533,2023-04-19 03:52:26.562141,
534,2023-04-19 03:52:26.965752,
535,2023-04-19 03:52:27.376616,
536,2023-04-19 03:52:27.800289,
537,2023-04-19 03:52:28.264177,
538,2023-04-19 03:52:28.609478,
539,2023-04-19 03:52:29.007482,
540,2023-04-19 03:52:29.418093,
541,2023-04-19 03:52:29.834193,
542,2023-04-19 03:52:30.227242,
543,2023-04-19 03:52:30.608598,
544,2023-04-19 03:52:31.102872,
545,2023-04-19 03:52:31.591492,
546,2023-04-19 03:52:31.985346,
547,2023-04-19 03:52:32.369442,
548,2023-04-19 03:52:32.776546,
549,2023-04-19 03:52:33.137075,
550,2023-04-19 03:52:33.701885,
551,2023-04-19 03:52:34.804495,
552,2023-04-19 03:52:35.193286,
553,2023-04-19 03:52:35.570501,
554,2023-04-19 03:52:36.048829,
555,2023-04-19 03:52:36.426786,
556,2023-04-19 03:52:36.968149,
557,2023-04-19 03:52:37.354274,
558,2023-04-19 03:52:37.811046,
559,2023-04-19 03:52:38.353581,
560,2023-04-19 03:52:38.704484,
561,2023-04-19 03:52:39.070014,
562,2023-04-19 03:52:39.472464,
563,2023-04-19 03:52:41.101052,
564,2023-04-19 03:52:41.486366,
565,2023-04-19 03:52:41.868734,
566,2023-04-19 03:52:42.412338,
567,2023-04-19 03:52:42.822388,
568,2023-04-19 03:52:43.194944,
569,2023-04-19 03:52:43.554719,
570,2023-04-19 03:52:43.934705,
571,2023-04-19 03:52:44.420715,
572,2023-04-19 03:52:44.818418,
573,2023-04-19 03:52:45.194569,
574,2023-04-19 03:52:45.660681,
575,2023-04-19 03:52:46.077268,
576,2023-04-19 03:52:46.478235,
577,2023-04-19 03:52:46.868742,
578,2023-04-19 03:52:47.262059,
579,2023-04-19 03:52:47.727432,
580,2023-04-19 03:52:48.091234,
581,2023-04-19 03:52:48.473323,
582,2023-04-19 03:52:48.887699,
583,2023-04-19 03:52:49.307489,
584,2023-04-19 03:52:49.681383,
585,2023-04-19 03:52:50.064364,
586,2023-04-19 03:52:50.402020,
587,2023-04-19 03:52:51.353925,
588,2023-04-19 03:52:51.795219,
589,2023-04-19 03:52:52.185803,
590,2023-04-19 03:52:52.597745,
591,2023-04-19 03:52:52.994249,
592,2023-04-19 03:52:53.404237,
593,2023-04-19 03:52:53.781045,
594,2023-04-19 03:52:54.304167,
595,2023-04-19 03:52:54.704219,
596,2023-04-19 03:52:55.092699,
597,2023-04-19 03:52:55.472650,
598,2023-04-19 03:52:55.869192,
599,2023-04-19 03:52:56.268335,
600,2023-04-19 03:52:56.654809,
601,2023-04-19 03:52:57.029774,
602,2023-04-19 03:52:57.444497,
603,2023-04-19 03:52:57.849368,
604,2023-04-19 03:52:58.542357,
605,2023-04-19 03:52:58.937473,
606,2023-04-19 03:52:59.318331,
607,2023-04-19 03:52:59.720889,
608,2023-04-19 03:53:00.504050,
609,2023-04-19 03:53:00.940381,
610,2023-04-19 03:53:01.347436,
611,2023-04-19 03:53:02.285312,
612,2023-04-19 03:53:02.820070,
613,2023-04-19 03:53:03.197683,
614,2023-04-19 03:53:03.576694,
615,2023-04-19 03:53:03.962731,
616,2023-04-19 03:53:06.042211,
617,2023-04-19 03:53:06.411758,
618,2023-04-19 03:53:08.214953,
619,2023-04-19 03:53:08.580659,
620,2023-04-19 03:53:08.976217,
621,2023-04-19 03:53:09.369307,
622,2023-04-19 03:53:09.771976,
623,2023-04-19 03:53:10.152019,
624,2023-04-19 03:53:10.548375,
625,2023-04-19 03:53:11.124592,
626,2023-04-19 03:53:11.509941,
627,2023-04-19 03:53:12.071204,
628,2023-04-19 03:53:12.910499,
629,2023-04-19 03:53:13.303501,
630,2023-04-19 03:53:13.645748,
631,2023-04-19 03:53:14.105014,
632,2023-04-19 03:53:14.506150,
633,2023-04-19 03:53:16.025574,
634,2023-04-19 03:53:16.345212,
635,2023-04-19 03:53:16.657828,
636,2023-04-19 03:53:17.520793,
637,2023-04-19 03:53:17.920965,
638,2023-04-19 03:53:18.287549,
639,2023-04-19 03:53:19.104193,
640,2023-04-19 03:53:19.441457,
641,2023-04-19 03:53:19.787691,
642,2023-04-19 03:53:20.154653,
643,2023-04-19 03:53:21.106959,
644,2023-04-19 03:53:21.457474,
645,2023-04-19 03:53:22.092596,
646,2023-04-19 03:53:22.411572,
647,2023-04-19 03:53:22.952826,
648,2023-04-19 03:53:23.298198,
649,2023-04-19 03:53:23.669939,
650,2023-04-19 03:53:24.021795,
651,2023-04-19 03:53:24.465510,
652,2023-04-19 03:53:25.178715,
653,2023-04-19 03:53:25.502955,
654,2023-04-19 03:53:25.833390,
655,2023-04-19 03:53:26.206807,
656,2023-04-19 03:53:26.559075,
657,2023-04-19 03:53:26.974518,
658,2023-04-19 03:53:27.367684,
659,2023-04-19 03:53:27.718395,
660,2023-04-19 03:53:28.764868,
661,2023-04-19 03:53:29.108053,
662,2023-04-19 03:53:29.500998,
663,2023-04-19 03:53:29.879623,
664,2023-04-19 04:01:43.305397,
665,2023-04-19 04:01:43.673610,
666,2023-04-19 04:01:44.015288,
667,2023-04-19 04:01:45.185387,
668,2023-04-19 04:01:45.546782,
669,2023-04-19 04:01:45.905740,
670,2023-04-19 04:01:46.251767,
671,2023-04-19 04:01:46.924691,
672,2023-04-19 04:01:47.258250,
673,2023-04-19 04:01:47.617398,
674,2023-04-19 04:01:48.390784,
675,2023-04-19 04:01:48.732526,
676,2023-04-19 04:01:49.110053,
677,2023-04-19 04:01:49.481011,
678,2023-04-19 04:01:49.839196,
679,2023-04-19 04:01:50.205093,
680,2023-04-19 04:01:50.604104,
681,2023-04-19 04:01:51.037283,
682,2023-04-19 04:01:51.548562,
683,2023-04-19 04:01:51.885063,
684,2023-04-19 04:01:52.295172,
685,2023-04-19 04:01:52.663858,
686,2023-04-19 04:01:53.385884,
687,2023-04-19 04:01:53.831716,
688,2023-04-19 04:01:54.191445,
689,2023-04-19 04:01:54.631805,
690,2023-04-19 04:01:56.582506,
691,2023-04-19 04:01:57.367115,
692,2023-04-19 04:01:57.943828,
693,2023-04-19 04:01:59.299198,
694,2023-04-19 04:01:59.650154,
695,2023-04-19 04:01:59.995123,
696,2023-04-19 04:02:00.489678,
697,2023-04-19 04:02:01.382728,
698,2023-04-19 04:02:01.919362,
699,2023-04-19 04:02:03.104853,
700,2023-04-19 04:02:03.498049,
701,2023-04-19 04:02:03.875266,
702,2023-04-19 04:02:04.755753,
703,2023-04-19 04:02:05.117948,
704,2023-04-19 04:02:05.494497,
705,2023-04-19 04:02:05.830265,
706,2023-04-19 04:02:06.350203,
707,2023-04-19 04:02:07.239016,
708,2023-04-19 04:02:08.049884,
709,2023-04-19 04:02:08.410195,
710,2023-04-19 04:02:09.848238,
